FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2,T FL,T FR,T BL,T BR
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8455962538818778,0.0,-2.419616309186893,0.0,-1.2165003674993233,0.0,-0.8364261116922052,0.0,-2.4825061779725006,0.0,-1.1765796482224573,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8455962538818778,0.0,-2.419616309186893,0.0,-1.2165003674993233,0.0,-0.8364261116922052,0.0,-2.4825061779725006,0.0,-1.1765796482224573,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8460012765773692,0.0,-2.422406311115948,0.0,-1.0843170738207046,0.0,-0.8364410297448801,0.0,-2.482596058095356,0.0,-1.045604457274548,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8454940103583786,0.0,-2.419574412524189,0.0,-0.9518191563600853,0.0,-0.8348884046385328,0.0,-2.474641815501702,0.0,-0.916762985377833,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8425415113974051,0.0,-2.4050027883444276,0.0,-0.8255819612886164,0.0,-0.8304378137831838,0.0,-2.4539257582584355,0.0,-0.7941566384989676,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8363536472884956,0.0,-2.3765035904966147,0.0,-0.706676761257012,0.0,-0.8226373009884984,0.0,-2.419476224307231,0.0,-0.6773631645590328,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8269772879957014,0.0,-2.334791333389396,0.0,-0.5933845233279786,0.0,-0.8117239879265723,0.0,-2.372398694378073,0.0,-0.5646392484022158,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8148794417062204,0.0,-2.2815989984760847,0.0,-0.4840580327055548,0.0,-0.7982177578650065,0.0,-2.3143043244386643,0.0,-0.45487319727878184,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.8006227051176653,0.0,-2.2186410227844586,0.0,-0.37803309616999137,0.0,-0.7826976457643084,0.0,-2.2467206130891064,0.0,-0.3478508247084102,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7847483653858784,0.0,-2.147437941700555,0.0,-0.2754332701322717,0.0,-0.7657297819814923,0.0,-2.1710886222448487,0.0,-0.24397021105895345,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7656527826310535,0.0,-2.0610969810036446,0.0,-0.28114838430810796,0.0,-0.746171602938329,0.0,-2.0828726952324965,0.0,-0.24573476692424467,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7468852655904925,0.0,-1.9761129752002091,0.0,-0.2905359637557865,0.0,-0.7272090679748446,0.0,-1.9970505140905725,0.0,-0.25141316017717497,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7285930658853745,0.0,-1.8932655892262318,0.0,-0.3080262003688041,0.0,-0.708822979188696,0.0,-1.9137835874039624,0.0,-0.26574375656169824,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.7107237858009672,0.0,-1.8121838384861881,0.0,-0.3329137720246145,0.0,-0.6909021872159817,0.0,-1.8325464212624611,0.0,-0.2878926346900803,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.6932636243250085,0.0,-1.732468107578418,0.0,-0.36421951835544153,0.0,-0.6733915988043666,0.0,-1.7528512007968917,0.0,-0.31686341041746857,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9829865690529553,0.0,-2.436256908748584,0.0,-1.2057703950861072,0.0,-0.6762664319800198,0.0,-1.6538367617927374,0.0,-0.40093091465729813,0.0,-0.6563046504188152,0.0,-1.6743289265689771,0.0,-0.351674371664501,0.0,-0.983636269821937,0.0,-2.43640475900741,0.0,-1.2041201896110447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
