FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2,T FL,T FR,T BL,T BR
-1.02982101838683,0.0,-2.4550968777000675,0.0,-1.0819919817291002,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-1.029828373282041,0.0,-2.45508696873807,0.0,-1.0819988754157137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.02982101838683,0.0,-2.4550968777000675,0.0,-1.0819919817291002,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-1.029828373282041,0.0,-2.45508696873807,0.0,-1.0819988754157137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-1.0320891562505707,0.0,-2.4751950622802523,0.0,-0.5725528143510648,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-1.0320966529040616,0.0,-2.4751870146169237,0.0,-0.5725568888800927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0193976153796562,0.0,-2.384549577533261,0.0,-0.1571352465630511,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-1.0194057312592033,0.0,-2.384542855669954,0.0,-0.1571366831937855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9932320922870126,0.0,-2.1995356346152546,0.0,0.24801305267043017,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.9932416389971159,0.0,-2.199528586916159,0.0,0.24801218623987853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8650512316519388,0.0,-2.049443057705032,0.0,0.8166756853201114,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.8650677637915907,0.0,-2.049424209490698,0.0,0.8166898953972477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6417901309280385,0.0,-2.0657286882477077,0.0,0.873501346561143,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.6418098340920642,0.0,-2.0657048485513085,0.0,0.8735288296729027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5027873189867007,0.0,-1.9566687521815123,0.0,0.7267981149432194,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.502807378077823,0.0,-1.9566475497692295,0.0,0.7268219546396186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3490658503988655,0.0,-1.9229836195814993,0.0,1.0064058502955056,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.3490658503988655,0.0,-1.922987100100003,0.0,1.0064283427918492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3490658503988655,0.0,-1.5550773148053425,0.0,1.2374494883855838,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.3490658503988655,0.0,-1.5550878290897119,0.0,1.2374389741012153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3490658503988655,0.0,-1.3649696170982617,0.0,1.2329429478411638,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.3490658503988655,0.0,-1.3649815475488492,0.0,1.232926567048318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3494695259413101,0.0,-1.37013907188211,0.0,1.221569660736526,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.3494695917963133,0.0,-1.370151727862332,0.0,1.2215442523963147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3532800842984116,0.0,-1.4220241227831023,0.0,0.6921605170041745,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.3532798323134907,0.0,-1.422031367249362,0.0,0.6921319526253211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.34945849655978733,0.0,-1.3639734547958717,0.0,0.19809523591277278,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.3494581373917942,0.0,-1.3639784839255231,0.0,0.19807722496228797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3490658503988655,0.0,-1.279348612566702,0.0,-0.12849529850990393,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.3490658503988655,0.0,-1.279352427647491,0.0,-0.12851095523119582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.35292425484710943,0.0,-1.18510231071751,0.0,-0.38543504582476995,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.35292473034173977,0.0,-1.185105493692598,0.0,-0.38544812583734345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.383453763207263,0.0,-1.0403872305232431,0.0,-0.6653513630592363,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.38345557794441554,0.0,-1.0403902025460638,0.0,-0.6653607985083303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4434912584320516,0.0,-0.9878403333700678,0.0,-0.6525379505725319,0.0,-0.7072128993115321,0.0,-2.54647731427099,0.0,-1.2200123900542819,0.0,-0.7016766722350845,0.0,-2.4429011500417843,0.0,-1.291829114896439,0.0,-0.44349443854474746,0.0,-0.9878443511375501,0.0,-0.6525423233518608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5013233061742222,0.0,-1.0172976904306141,0.0,-0.6865348808777765,0.0,-0.7150207173086587,0.0,-2.5860232254160183,0.0,-0.9713479487302239,0.0,-0.7085237136305906,0.0,-2.487944656833709,0.0,-1.0419529149737752,0.0,-0.5013251423345535,0.0,-1.01729775057054,0.0,-0.6865343965114152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5457813889451124,0.0,-1.0543527517540143,0.0,-0.7210640734375153,0.0,-0.7227451245303289,0.0,-2.615124655465073,0.0,-0.7056481089382594,0.0,-0.720304212332163,0.0,-2.5378676066707797,0.0,-0.7521749636155262,0.0,-0.5457828637862265,0.0,-1.0543530222286517,0.0,-0.7210642718317035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5705021314037397,0.0,-1.115668792916149,0.0,-0.7052869013551484,0.0,-0.7130997476520218,0.0,-2.58221261857578,0.0,-0.4682507065163364,0.0,-0.718206940812415,0.0,-2.5302457109089325,0.0,-0.496394763122753,0.0,-0.570503468609302,0.0,-1.1156692413607932,0.0,-0.7052871718297857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5902350577688154,0.0,-1.1776122169847287,0.0,-0.7666029425172831,0.0,-0.6820470198808675,0.0,-2.4713353260711997,0.0,-0.2362103049016957,0.0,-0.6938317098257496,0.0,-2.439976404315712,0.0,-0.2631601597067865,0.0,-0.5902362658803808,0.0,-1.1776128334677267,0.0,-0.7666033909619272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6061159047529472,0.0,-1.248830958732678,0.0,-0.8285463665858628,0.0,-0.6384844716438378,0.0,-2.282535570354467,0.0,0.017013903359232196,0.0,-0.654977579112412,0.0,-2.2704280682142084,0.0,-0.014562347016114252,0.0,-0.6061169878119559,0.0,-1.248831756247112,0.0,-0.8285469830688608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6175643731688902,0.0,-1.3289638977903122,0.0,-0.8997651083338121,0.0,-0.5986283160555219,0.0,-2.0169800227508077,0.0,0.29870951558994097,0.0,-0.6160924091785516,0.0,-2.0244436092797686,0.0,0.2599786074537583,0.0,-0.6175653298471309,0.0,-1.3289648847149538,0.0,-0.8997659058482461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
