FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2
-0.992792010307312,0.0409829206764698,-2.164119243621826,-0.015705447643995285,-1.0392451286315918,0.006347041577100754,-0.8146595358848572,-0.02671642228960991,-2.6947755813598633,-0.04021676629781723,-1.137779951095581,0.005622491240501404,-0.8257724046707153,-0.03179860860109329,-2.593000650405884,-0.0552070178091526,-1.1945807933807373,-0.021090202033519745,-0.9513680338859558,0.0024904757738113403,-2.084023952484131,0.030434567481279373,-0.948394775390625,-0.02999977022409439,-0.02673349156975746,0.006380587816238403,0.035988591611385345,0.004108960274606943
-0.9601297378540039,0.044746916741132736,-2.150695323944092,0.00038117915391921997,-1.0298527479171753,0.006564445793628693,-0.7693126201629639,-0.0206141360104084,-2.447866678237915,-0.04037058725953102,-1.2058273553848267,-0.01383654773235321,-0.7934478521347046,-0.028815850615501404,-2.377361536026001,-0.055791858583688736,-1.229527473449707,0.0010460689663887024,-0.9181593656539917,0.009940937161445618,-2.0568149089813232,0.06492240726947784,-0.9631468057632446,-0.03415306657552719,-0.020796820521354675,0.026793494820594788,0.035843200981616974,-0.006326488684862852
-0.8763879537582397,0.030331110581755638,-1.9606362581253052,0.014906372874975204,-0.448535293340683,-0.025096803903579712,-0.7883949279785156,-0.033669453114271164,-2.80314040184021,-0.031324177980422974,-1.203690767288208,-0.04207867383956909,-0.8588276505470276,-0.02910716086626053,-2.697570323944092,-0.07924748957157135,-1.2484350204467773,0.042299024760723114,-0.8458545207977295,-0.0035274922847747803,-1.8208457231521606,0.09303819388151169,-0.29623016715049744,-0.050945136696100235,-0.030307408422231674,0.065973199903965,0.073277547955513,-0.013289030641317368
-0.7342643737792969,0.057669755071401596,-1.9371954202651978,-0.005068134516477585,0.12076234072446823,-0.0012326091527938843,-0.7550371289253235,-0.024443041533231735,-2.6257736682891846,-0.0424819178879261,-1.1857692003250122,-0.02529822289943695,-0.7950654625892639,-0.04546607658267021,-2.5513007640838623,-0.08604376018047333,-1.2240712642669678,0.01807965338230133,-0.6913958191871643,0.015167184174060822,-1.8709076642990112,0.08598043769598007,0.23092171549797058,-0.047629762440919876,-0.06696085631847382,0.04785451292991638,0.07164523005485535,-0.024087605997920036
-0.6284399628639221,0.06850699335336685,-1.8313924074172974,-0.0051178112626075745,0.5007437467575073,0.010653488337993622,-0.744292140007019,-0.014035407453775406,-2.5448291301727295,-0.03349634259939194,-1.17975914478302,-0.014546066522598267,-0.7717130184173584,-0.04286837950348854,-2.483297824859619,-0.09082868695259094,-1.2102491855621338,0.00682540237903595,-0.5528740286827087,0.030582420527935028,-1.8106725215911865,0.0905255377292633,0.5682120323181152,-0.047774188220500946,-0.07927758991718292,0.03821291774511337,0.057293571531772614,-0.0355091318488121
-0.5246869921684265,0.051496654748916626,-1.6777408123016357,0.03289104998111725,0.9262362718582153,-0.01767447590827942,-0.7497637271881104,-0.0064848847687244415,-2.5933146476745605,-0.00536218099296093,-1.19333815574646,-0.03128582239151001,-0.7858249545097351,-0.026721864938735962,-2.52026629447937,-0.09541052579879761,-1.232591152191162,0.020001597702503204,-0.4452943205833435,0.033417873084545135,-1.6683762073516846,0.0982331931591034,0.9741381406784058,-0.06400840729475021,-0.0732220858335495,0.062411725521087646,0.05604315549135208,-0.039989013224840164
-0.4789929687976837,0.045460354536771774,-1.5726463794708252,0.034297578036785126,1.0102192163467407,-0.020054183900356293,-0.7338047623634338,-0.0005541369318962097,-2.57346510887146,-0.004548734053969383,-1.1752008199691772,-0.03643375635147095,-0.7731599807739258,-0.030061908066272736,-2.5018882751464844,-0.09727400541305542,-1.2079980373382568,0.02980373054742813,-0.4024040102958679,0.028437159955501556,-1.5677908658981323,0.09870133548974991,1.041085958480835,-0.06807205080986023,-0.0647340714931488,0.06940433382987976,0.061617013067007065,-0.03702090308070183
-0.4485776722431183,0.047910142689943314,-1.451021671295166,0.018682099878787994,0.9638056755065918,-0.008091017603874207,-0.7093226909637451,0.002081882208585739,-2.5410566329956055,-0.018371444195508957,-1.1286476850509644,-0.03641273081302643,-0.7463129162788391,-0.04412606731057167,-2.4726614952087402,-0.09814736247062683,-1.151604175567627,0.03694324195384979,-0.37532898783683777,0.02236316353082657,-1.445633053779602,0.09707117825746536,0.9779151678085327,-0.06593476235866547,-0.05738320201635361,0.06594892591238022,0.07030361890792847,-0.03167415037751198
-0.3993334174156189,0.05089721456170082,-1.364112377166748,0.03270170837640762,1.160945177078247,-0.015437707304954529,-0.7185824513435364,0.0035619065165519714,-2.559041738510132,-0.015148058533668518,-1.178439974784851,-0.04556776583194733,-0.738865852355957,-0.040237732231616974,-2.4825823307037354,-0.08886939287185669,-1.2059471607208252,0.028329700231552124,-0.3221932053565979,0.03412029892206192,-1.3859847784042358,0.07838289439678192,1.1511446237564087,-0.07340244203805923,-0.05946929007768631,0.06445770710706711,0.07158263027667999,-0.02518046461045742
-0.36277660727500916,0.04044583439826965,-1.314441204071045,0.024393893778324127,1.245653748512268,-0.011590540409088135,-0.7138205170631409,-4.2378902435302734e-05,-2.5557332038879395,-0.014655754901468754,-1.2051575183868408,-0.04532994329929352,-0.7287886142730713,-0.04441545158624649,-2.4886603355407715,-0.08747315406799316,-1.241004228591919,0.025822356343269348,-0.3045823276042938,0.029724985361099243,-1.342754602432251,0.06856969743967056,1.2065142393112183,-0.06880513578653336,-0.053274691104888916,0.05973696708679199,0.07293701171875,-0.018896345049142838
-0.35300135612487793,0.0365297757089138,-1.2778642177581787,0.016686849296092987,1.2082645893096924,-0.0029221922159194946,-0.7027936577796936,-0.0027044378221035004,-2.536409854888916,-0.01123133860528469,-1.1800835132598877,-0.04451550543308258,-0.7252546548843384,-0.04615337774157524,-2.479522466659546,-0.08372309803962708,-1.219508409500122,0.025588959455490112,-0.30123236775398254,0.031927041709423065,-1.3076869249343872,0.06491829454898834,1.1692122220993042,-0.06475783884525299,-0.05472128838300705,0.05334777757525444,0.06785401701927185,-0.01981542631983757
-0.3535071313381195,0.037592753767967224,-1.2735018730163574,0.016287583857774734,1.1894503831863403,0.0006368532776832581,-0.7030498385429382,-0.003375634551048279,-2.5389530658721924,-0.009594585746526718,-1.1719738245010376,-0.04134327173233032,-0.7263091802597046,-0.04682378098368645,-2.483725070953369,-0.0847058892250061,-1.2140192985534668,0.024242110550403595,-0.3019692599773407,0.03371872752904892,-1.3012423515319824,0.06830448657274246,1.1513357162475586,-0.06335090100765228,-0.057431627064943314,0.050303004682064056,0.06289587914943695,-0.02349291555583477
-0.3931063413619995,0.07273274660110474,-1.2430897951126099,-0.0066896118223667145,0.891271710395813,0.031108468770980835,-0.6897522211074829,-0.00019608065485954285,-2.475149154663086,-0.03554060682654381,-1.0778692960739136,-0.022893115878105164,-0.6973994374275208,-0.059010643512010574,-2.4136462211608887,-0.08110935986042023,-1.1017937660217285,0.012212350964546204,-0.30426931381225586,0.04683677852153778,-1.276268720626831,0.07121658325195312,0.8649672269821167,-0.056692007929086685,-0.0680011585354805,0.02313673496246338,0.05601581186056137,-0.02881189063191414
-0.43103811144828796,0.07144705951213837,-1.2381963729858398,-0.02733512595295906,0.5518951416015625,0.04805465787649155,-0.6827995181083679,0.008544433861970901,-2.4433236122131348,-0.04627712443470955,-1.005458950996399,-0.003638327121734619,-0.6699721813201904,-0.07511141151189804,-2.3843321800231934,-0.07443612813949585,-1.0293734073638916,-0.003395363688468933,-0.3550565838813782,0.036870576441287994,-1.290113091468811,0.04255476966500282,0.4946095645427704,-0.049873895943164825,-0.05893438309431076,0.0024446994066238403,0.04811025410890579,-0.01695641502737999
-0.521996259689331,0.05103041231632233,-1.1893750429153442,-0.010136697441339493,0.10428362339735031,0.03338379040360451,-0.7092388272285461,0.005509287118911743,-2.585630416870117,-0.03653774410486221,-1.0015705823898315,-0.011146575212478638,-0.7112063765525818,-0.06520829349756241,-2.499228000640869,-0.06973955035209656,-1.0320124626159668,0.011755958199501038,-0.4524631202220917,0.02312631905078888,-1.1914440393447876,0.04608078673481941,0.05896711349487305,-0.052809808403253555,-0.027729324996471405,0.011291809380054474,0.0428062379360199,-0.009232624433934689
-0.565341591835022,0.04636537656188011,-1.1710392236709595,-0.01314597949385643,-0.1769295334815979,0.03846851736307144,-0.7196837067604065,0.007724672555923462,-2.613738775253296,-0.035547636449337006,-0.9737173318862915,-0.0024321526288986206,-0.7127265930175781,-0.06550094485282898,-2.5193843841552734,-0.06152193620800972,-1.009113073348999,0.0026490315794944763,-0.4971170127391815,0.020421050488948822,-1.1747087240219116,0.029216758906841278,-0.23667339980602264,-0.04977492243051529,-0.016169434413313866,-0.0016457214951515198,0.03200669586658478,-0.0018143639899790287
-0.5747391581535339,0.05845263972878456,-1.18951416015625,-0.0394974984228611,-0.3790198862552643,0.06648177653551102,-0.7181356549263,0.01580936834216118,-2.527886152267456,-0.046536676585674286,-0.9101053476333618,0.02810843288898468,-0.669727087020874,-0.07815571129322052,-2.441873788833618,-0.048574160784482956,-0.9507723450660706,-0.03635408729314804,-0.5028946399688721,0.026987522840499878,-1.24783194065094,-0.013198328204452991,-0.4899275302886963,-0.03843720629811287,-0.02100837416946888,-0.04235982894897461,0.012818802148103714,0.007995996624231339
-0.5494953393936157,0.06519444286823273,-1.185380220413208,-0.05062945559620857,-0.31125181913375854,0.0781572014093399,-0.710192084312439,0.01964443549513817,-2.487031936645508,-0.04805117845535278,-0.8879331350326538,0.03780375421047211,-0.6520083546638489,-0.08370410650968552,-2.411095142364502,-0.04441404715180397,-0.9303306937217712,-0.050364263355731964,-0.476638525724411,0.03423639386892319,-1.2753710746765137,-0.029430244117975235,-0.4316897392272949,-0.03619282692670822,-0.0327376127243042,-0.056742310523986816,0.007098633795976639,0.007999217137694359
-0.5838443040847778,0.05478654429316521,-1.2147672176361084,-0.04197636619210243,-0.49965807795524597,0.06048727035522461,-0.7193136811256409,0.008210495114326477,-2.5301833152770996,-0.04340188950300217,-0.640446126461029,0.041590601205825806,-0.6616345643997192,-0.07131332904100418,-2.4163620471954346,-0.0460447333753109,-0.7161731719970703,-0.05051250010728836,-0.5091180801391602,0.021153882145881653,-1.2694878578186035,-0.027018766850233078,-0.5916605591773987,-0.031927064061164856,-0.019791999831795692,-0.05357702076435089,0.008843731135129929,0.012142209336161613
-0.586039662361145,0.04669249802827835,-1.2310335636138916,-0.03234780207276344,-0.544132649898529,0.039419032633304596,-0.7116103172302246,-0.007956404238939285,-2.5295050144195557,-0.044914569705724716,-0.37689143419265747,0.032366856932640076,-0.6575489044189453,-0.06388905644416809,-2.382605791091919,-0.04933129623532295,-0.4846644401550293,-0.042755596339702606,-0.518374502658844,0.007764875888824463,-1.2451375722885132,-0.018989399075508118,-0.6013646721839905,-0.028945647180080414,-0.012705467641353607,-0.039320893585681915,0.024226941168308258,0.016613442450761795
-0.5877918004989624,0.039332032203674316,-1.2548264265060425,-0.013550054281949997,-0.5611034631729126,0.01748112589120865,-0.7034122943878174,-0.021026071161031723,-2.506197452545166,-0.03964519873261452,-0.19512833654880524,0.017712578177452087,-0.6601917743682861,-0.05225406959652901,-2.3369243144989014,-0.050186704844236374,-0.32627713680267334,-0.03177199512720108,-0.5265828371047974,0.002408236265182495,-1.2320780754089355,-0.005602463148534298,-0.5828965902328491,-0.03012832999229431,-0.009155981242656708,-0.021425336599349976,0.033900074660778046,0.015871023759245872
-0.5844218134880066,0.03706459328532219,-1.3417792320251465,0.006164968013763428,-0.7685863375663757,0.009765099734067917,-0.6414564847946167,-0.019165482372045517,-2.127063512802124,-0.032396428287029266,-0.022996366024017334,0.0026629269123077393,-0.6100314855575562,-0.03670568764209747,-1.9800288677215576,-0.04066194221377373,-0.14187586307525635,-0.020129963755607605,-0.5226654410362244,0.008073516190052032,-1.3052589893341064,0.015779156237840652,-0.7980135679244995,-0.028825432062149048,-8.93324613571167e-06,-0.005249828100204468,0.027130916714668274,0.009722696617245674
-0.5770058631896973,0.0391303226351738,-1.3898414373397827,0.006067626178264618,-0.8390451073646545,0.012107234448194504,-0.6217332482337952,-0.014360848814249039,-1.9393142461776733,-0.030980702489614487,0.23981723189353943,0.004040926694869995,-0.5958539247512817,-0.03743632882833481,-1.8347880840301514,-0.03090769425034523,0.11930986493825912,-0.024182714521884918,-0.5332517623901367,0.014610819518566132,-1.3627903461456299,0.01010093092918396,-0.8629217147827148,-0.027403898537158966,-0.006864231079816818,-0.005808107554912567,0.019631464034318924,0.006126795429736376
